,Личность подтверждена,Статус,Стаж,На сайте,Заказы в работе,Оценка,Количество отзывов,Формат обучения,Предмет,Цена,С отличием,Топ-10 вуз,Предмет ЕГЭ,Гуманитарная наука,Естественная наука,Техническая наука,Большой стаж
1051,False,Студент,2.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Химия,968.75,False,0,1,0,1,0,0
1052,False,Частный преподаватель,7.0,4.0,52.0,5.0,8.0,Дистанционно,Химия,2000.0,False,0,1,0,1,0,0
1053,True,Частный преподаватель,19.0,3.0,1.0,4.951735074626866,0.0,Дистанционно,Химия,2000.0,True,0,1,0,1,0,0
1054,False,Школьный преподаватель,11.0,5.0,0.0,4.951735074626866,0.0,У репетитора,Химия,2500.0,False,0,1,0,1,0,0
1055,True,Частный преподаватель,15.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Химия,2350.0,False,0,1,0,1,0,0
1056,False,Школьный преподаватель,21.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Химия,1000.0,False,0,1,0,1,0,0
1057,True,Аспирант или ординатор очной формы обучения,6.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Химия,1450.0,False,0,1,0,1,0,0
1058,False,Аспирант или ординатор очной формы обучения,11.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Химия,1000.0,False,1,1,0,1,0,0
1059,False,Частный преподаватель,4.0,2.0,7.0,5.0,2.0,У репетитора,Химия,1275.0,False,0,1,0,1,0,0
1060,False,Преподаватель университета или колледжа,18.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Химия,2000.0,True,1,1,0,1,0,0
1061,False,Частный преподаватель,7.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Химия,850.0,False,0,1,0,1,0,0
1062,False,Студент,5.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Химия,1250.0,False,0,1,0,1,0,0
1063,False,Студент,3.0,1.0,0.0,4.951735074626866,0.0,У ученика,Химия,1500.0,False,0,1,0,1,0,0
1064,False,Преподаватель университета или колледжа,10.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Химия,2950.0,False,0,1,0,1,0,0
1065,True,Аспирант или ординатор очной формы обучения,5.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Химия,1000.0,False,0,1,0,1,0,0
1066,False,Частный преподаватель,39.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Химия,1000.0,False,0,1,0,1,0,1
1067,False,Преподаватель университета или колледжа,29.0,1.0,5.0,4.951735074626866,0.0,Дистанционно,Химия,1150.0,False,0,1,0,1,0,1
1068,False,Частный преподаватель,19.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Химия,1700.0,True,0,1,0,1,0,0
1069,False,Частный преподаватель,37.0,0.9166666666666666,0.0,4.951735074626866,0.0,Дистанционно,Химия,2833.333333333333,False,0,1,0,1,0,1
1071,True,Школьный преподаватель,34.0,0.8333333333333334,2.0,4.951735074626866,0.0,Дистанционно,Химия,2500.0,False,0,1,0,1,0,1
1072,False,Преподаватель университета или колледжа,47.0,0.8333333333333334,0.0,4.951735074626866,0.0,Дистанционно,Химия,1750.0,False,0,1,0,1,0,1
1073,False,Аспирант или ординатор очной формы обучения,4.0,0.75,1.0,4.951735074626866,0.0,У репетитора,Химия,1200.0,True,0,1,0,1,0,0
1074,True,Школьный преподаватель,7.0,0.75,0.0,4.951735074626866,0.0,У репетитора,Химия,2375.0,False,0,1,0,1,0,0
1075,False,Школьный преподаватель,6.0,0.75,0.0,4.951735074626866,0.0,У ученика,Химия,2875.0,False,0,1,0,1,0,0
1076,False,Студент,1.0,0.5833333333333334,0.0,4.951735074626866,0.0,У репетитора,Химия,4750.0,False,0,1,0,1,0,0
1077,True,Студент,2.0,0.5833333333333334,0.0,4.951735074626866,0.0,Дистанционно,Химия,553.125,False,0,1,0,1,0,0
1078,False,Преподаватель университета или колледжа,31.0,2.0,11.0,5.0,3.0,У репетитора,Экономика,2000.0,True,1,0,0,0,1,1
1079,False,Частный преподаватель,15.0,1.0,4.0,5.0,1.0,Дистанционно,Экономика,1800.0,False,0,0,0,0,1,0
1080,False,Студент,4.0,1.0,2.0,4.951735074626866,0.0,Дистанционно,Экономика,6250.0,False,0,0,0,0,1,0
1081,False,Преподаватель университета или колледжа,9.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Экономика,2500.0,False,0,0,0,0,1,0
1082,False,Частный преподаватель,7.0,0.25,0.0,4.951735074626866,0.0,Дистанционно,Экономика,1562.5,False,0,0,0,0,1,0
1083,False,Частный преподаватель,8.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Экономика,4750.0,False,0,0,0,0,1,0
1084,True,Частный преподаватель,10.0,5.0,0.0,4.951735074626866,0.0,Дистанционно,Экономика,8125.0,True,1,0,0,0,1,0
1085,False,Студент,1.0,0.1666666666666666,0.0,4.951735074626866,0.0,Дистанционно,Экономика,1133.3333333333333,False,0,0,0,0,1,0
1086,False,Преподаватель университета или колледжа,17.0,6.0,0.0,4.951735074626866,0.0,У репетитора,Экономика,2250.0,False,0,0,0,0,1,0
1087,False,Частный преподаватель,13.0,5.0,0.0,4.951735074626866,0.0,У ученика,Экономика,3750.0,False,0,0,0,0,1,0
1088,False,Преподаватель университета или колледжа,26.0,3.0,4.0,5.0,1.0,Дистанционно,Экономика,7000.0,False,0,0,0,0,1,0
1089,False,Частный преподаватель,24.0,2.0,0.0,4.951735074626866,0.0,У ученика,Экономика,1708.3333333333333,False,0,0,0,0,1,0
1090,False,Частный преподаватель,11.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Экономика,500.0,False,0,0,0,0,1,0
1091,False,Частный преподаватель,10.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Экономика,525.0,False,0,0,0,0,1,0
1092,False,Преподаватель университета или колледжа,24.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Экономика,1500.0,False,0,0,0,0,1,0
1093,False,Частный преподаватель,2.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Экономика,1000.0,True,1,0,0,0,1,0
1094,False,Преподаватель университета или колледжа,17.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Экономика,468.75,False,0,0,0,0,1,0
1095,False,Частный преподаватель,7.0,0.3333333333333333,0.0,4.951735074626866,0.0,Дистанционно,Экономика,1300.0,False,1,0,0,0,1,0
1096,False,Преподаватель университета или колледжа,17.0,0.3333333333333333,0.0,4.951735074626866,0.0,Дистанционно,Экономика,1920.0,True,0,0,0,0,1,0
1097,False,Преподаватель университета или колледжа,22.0,7.0,0.0,4.951735074626866,0.0,Дистанционно,Экономика,625.0,True,0,0,0,0,1,0
1098,False,Студент,9.0,5.0,0.0,4.951735074626866,0.0,У ученика,Экономика,1800.0,True,0,0,0,0,1,0
1099,False,Частный преподаватель,16.0,5.0,2.0,5.0,1.0,У репетитора,Экономика,1500.0,False,0,0,0,0,1,0
1100,False,Студент,6.0,5.0,0.0,4.951735074626866,0.0,У ученика,Экономика,800.0,False,1,0,0,0,1,0
1101,True,Частный преподаватель,5.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Экономика,800.0,False,0,0,0,0,1,0
1102,False,Частный преподаватель,6.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Экономика,3281.25,False,0,0,0,0,1,0
1103,False,Частный преподаватель,4.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Экономика,2718.75,False,0,0,0,0,1,0
1104,False,Частный преподаватель,5.0,2.0,3.0,4.951735074626866,0.0,У репетитора,Экономика,3266.6666666666665,False,1,0,0,0,1,0
1105,True,Школьный преподаватель,35.0,2.0,16.0,5.0,10.0,Дистанционно,Экономика,1000.0,False,0,0,0,0,1,1
1106,True,Аспирант или ординатор очной формы обучения,2.0,3.0,0.0,4.951735074626866,0.0,Дистанционно,Экономика,800.0,False,0,0,0,0,1,0
1107,False,Студент,1.0,0.9166666666666666,0.0,4.951735074626866,0.0,Дистанционно,Экономика,700.0,False,0,0,0,0,1,0
1108,False,Преподаватель университета или колледжа,16.0,0.0,0.0,4.67,0.0,У ученика,Экономика,4500.0,False,1,0,0,0,1,0
1109,False,Частный преподаватель,17.0,0.0,0.0,5.0,0.0,У репетитора,Экономика,3000.0,False,0,0,0,0,1,0
1110,False,Преподаватель университета или колледжа,24.0,0.0,0.0,5.0,0.0,У репетитора,Экономика,1000.0,False,0,0,0,0,1,0
1111,False,Частный преподаватель,11.0,0.0,0.0,4.6,0.0,У репетитора,Экономика,600.0,False,0,0,0,0,1,0
1112,False,Частный преподаватель,24.0,0.0,0.0,4.78,0.0,У репетитора,Экономика,1000.0,False,0,0,0,0,1,0
1113,False,Частный преподаватель,17.0,0.0,0.0,5.0,0.0,У репетитора,Экономика,1000.0,False,0,0,0,0,1,0
1114,False,Частный преподаватель,12.0,0.0,0.0,4.951735074626866,0.0,У репетитора,Экономика,1500.0,False,0,0,0,0,1,0
1115,False,Частный преподаватель,35.0,0.0,0.0,5.0,0.0,У репетитора,Экономика,562.5,False,1,0,0,0,1,1
1116,False,Преподаватель университета или колледжа,21.0,0.0,0.0,4.0,0.0,У репетитора,Экономика,1650.0,False,0,0,0,0,1,0
1117,False,Частный преподаватель,15.0,0.0,0.0,4.0,0.0,У репетитора,Экономика,700.0,False,0,0,0,0,1,0
1118,False,Частный преподаватель,10.0,0.0,0.0,4.79,0.0,У репетитора,Экономика,1000.0,False,0,0,0,0,1,0
1119,False,Частный преподаватель,11.0,0.0,0.0,4.67,0.0,У репетитора,Экономика,2000.0,False,0,0,0,0,1,0
1120,False,Частный преподаватель,17.0,0.0,0.0,4.38,0.0,У репетитора,Экономика,1350.0,False,1,0,0,0,1,0
1121,False,Преподаватель университета или колледжа,15.0,0.0,0.0,4.69,0.0,У репетитора,Экономика,1000.0,False,0,0,0,0,1,0
1122,False,Преподаватель университета или колледжа,11.0,0.0,0.0,4.77,0.0,У репетитора,Экономика,1350.0,False,0,0,0,0,1,0
1123,False,Частный преподаватель,16.0,0.0,0.0,5.0,0.0,У ученика,Экономика,1500.0,False,0,0,0,0,1,0
1124,False,Частный преподаватель,10.0,0.0,0.0,4.78,0.0,Дистанционно,Экономика,1000.0,False,0,0,0,0,1,0
1125,False,Частный преподаватель,9.0,0.0,0.0,4.86,0.0,Дистанционно,Экономика,2500.0,False,0,0,0,0,1,0
1126,False,Преподаватель университета или колледжа,33.0,0.0,0.0,4.89,0.0,У репетитора,Экономика,1000.0,False,0,0,0,0,1,1
1127,False,Частный преподаватель,25.0,0.0,0.0,4.8,0.0,У репетитора,Экономика,700.0,False,0,0,0,0,1,0
1128,False,Преподаватель университета или колледжа,12.0,0.0,0.0,4.0,0.0,У репетитора,Экономика,375.0,False,0,0,0,0,1,0
1129,False,Частный преподаватель,13.0,0.0,0.0,5.0,0.0,У репетитора,Экономика,1000.0,False,1,0,0,0,1,0
1130,False,Частный преподаватель,11.0,0.0,0.0,4.951735074626866,0.0,У репетитора,Экономика,1500.0,False,0,0,0,0,1,0
1131,False,Преподаватель университета или колледжа,7.0,0.0,0.0,5.0,0.0,Дистанционно,Экономика,750.0,False,0,0,0,0,1,0
1132,False,Частный преподаватель,22.0,0.0,0.0,4.64,0.0,У репетитора,Экономика,1000.0,False,0,0,0,0,1,0
1133,False,Частный преподаватель,13.0,0.0,0.0,4.89,0.0,У ученика,Экономика,2000.0,False,0,0,0,0,1,0
1134,False,Частный преподаватель,12.0,0.0,0.0,5.0,0.0,У репетитора,Экономика,1000.0,False,0,0,0,0,1,0
1135,False,Преподаватель университета или колледжа,16.0,0.0,0.0,4.83,0.0,У репетитора,Экономика,6000.0,False,1,0,0,0,1,0
1136,False,Частный преподаватель,9.0,0.0,0.0,4.951735074626866,0.0,У репетитора,Экономика,300.0,False,0,0,0,0,1,0
1137,False,Частный преподаватель,20.0,0.0,0.0,5.0,0.0,У репетитора,Экономика,500.0,False,0,0,0,0,1,0
1138,False,Частный преподаватель,22.0,0.0,0.0,4.951735074626866,0.0,Дистанционно,Экономика,2000.0,False,0,0,0,0,1,0
1139,False,Частный преподаватель,17.0,0.0,0.0,5.0,0.0,Дистанционно,Экономика,2500.0,False,0,0,0,0,1,0
1140,False,Студент,8.0,0.0,0.0,4.951735074626866,0.0,У репетитора,Экономика,350.0,False,0,0,0,0,1,0
1141,False,Преподаватель университета или колледжа,24.0,0.0,0.0,5.0,0.0,У репетитора,Экономика,525.0,False,0,0,0,0,1,0
1142,False,Преподаватель университета или колледжа,23.0,0.0,0.0,5.0,0.0,У репетитора,Экономика,1500.0,False,0,0,0,0,1,0
1143,False,Частный преподаватель,6.0,0.0,0.0,4.75,0.0,У репетитора,Экономика,3000.0,False,0,0,0,0,1,0
1144,False,Студент,8.0,0.0,0.0,5.0,0.0,У репетитора,Экономика,700.0,False,1,0,0,0,1,0
1145,False,Частный преподаватель,18.0,0.0,0.0,4.951735074626866,0.0,У репетитора,Экономика,800.0,False,0,0,0,0,1,0
1146,False,Преподаватель университета или колледжа,20.0,0.0,0.0,5.0,0.0,Дистанционно,Экономика,225.0,False,0,0,0,0,1,0
1147,False,Преподаватель университета или колледжа,31.0,0.0,0.0,4.951735074626866,0.0,У репетитора,Экономика,1000.0,False,1,0,0,0,1,1
1148,False,Школьный преподаватель,9.0,0.0,0.0,4.951735074626866,0.0,Дистанционно,Экономика,800.0,False,0,0,0,0,1,0
1149,False,Преподаватель университета или колледжа,32.0,0.0,0.0,4.5,0.0,У репетитора,Экономика,500.0,False,0,0,0,0,1,1
1150,False,Школьный преподаватель,40.0,0.0,0.0,4.94,0.0,У репетитора,Экономика,1800.0,False,0,0,0,0,1,1
1151,False,Частный преподаватель,6.0,0.0,0.0,4.951735074626866,0.0,У репетитора,Экономика,750.0,False,0,0,0,0,1,0
1152,False,Частный преподаватель,24.0,0.0,0.0,4.951735074626866,0.0,У ученика,Экономика,450.0,False,0,0,0,0,1,0
1153,False,Частный преподаватель,21.0,0.0,0.0,1.0,0.0,У репетитора,Экономика,650.0,False,0,0,0,0,1,0
1154,False,Частный преподаватель,9.0,0.0,0.0,4.951735074626866,0.0,У репетитора,Экономика,300.0,False,0,0,0,0,1,0
1155,False,Частный преподаватель,16.0,0.0,0.0,5.0,0.0,У репетитора,Экономика,1000.0,False,1,0,0,0,1,0
1156,False,Частный преподаватель,22.0,0.0,0.0,4.951735074626866,0.0,У ученика,Экономика,1500.0,False,0,0,0,0,1,0
1157,False,Преподаватель университета или колледжа,17.0,0.0,0.0,4.73,0.0,У репетитора,Экономика,700.0,False,0,0,0,0,1,0
1158,False,Частный преподаватель,16.0,0.0,0.0,4.951735074626866,0.0,Дистанционно,Экономика,1100.0,False,0,0,0,0,1,0
1159,False,Частный преподаватель,21.0,0.0,0.0,4.951735074626866,0.0,У репетитора,Экономика,8000.0,False,0,0,0,0,1,0
1160,False,Частный преподаватель,28.0,0.0,0.0,5.0,0.0,У репетитора,Экономика,1000.0,False,0,0,0,0,1,1
1161,False,Частный преподаватель,7.0,0.0,0.0,4.951735074626866,0.0,У ученика,Экономика,600.0,False,0,0,0,0,1,0
1162,False,Частный преподаватель,7.0,0.0,0.0,4.951735074626866,0.0,Дистанционно,Экономика,750.0,False,0,0,0,0,1,0
1163,False,Преподаватель университета или колледжа,27.0,0.0,0.0,4.951735074626866,0.0,У репетитора,Экономика,375.0,False,0,0,0,0,1,1
1164,False,Частный преподаватель,6.0,0.0,0.0,5.0,0.0,У репетитора,Экономика,1000.0,False,0,0,0,0,1,0
1165,False,Частный преподаватель,11.0,0.0,0.0,4.951735074626866,0.0,У ученика,Экономика,2500.0,False,1,0,0,0,1,0
1166,False,Частный преподаватель,12.0,0.0,0.0,5.0,0.0,У репетитора,Экономика,750.0,False,0,0,0,0,1,0
1167,False,Частный преподаватель,13.0,0.0,0.0,4.0,0.0,У репетитора,Экономика,1200.0,False,0,0,0,0,1,0
